order_id (unique),product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_type_2,,,,
346,P0054,S0106,09-Jan-17,0,0,5,3.95,PR14,PR03,,,,
347,P0543,S0002,09-Jan-17,0,0,17,2.5,PR14,PR03,,,,
348,P0150,S0038,09-Jan-17,0,0,6,12.99,PR14,PR03,,,,
349,P0260,S0043,09-Jan-17,0,0,17,17.5,PR14,PR03,,,,
350,P0574,S0091,09-Jan-17,0,0,31,1.65,PR14,PR03,,,,
351,P0356,S0126,09-Jan-17,0,0,6,2.5,PR14,PR03,,,,
352,P0109,S0137,09-Jan-17,1,7.58,6,8.95,PR14,PR03,,,,
353,P0681,S0062,09-Jan-17,0,0,3,9.9,PR14,PR03,,,,
354,P0712,S0122,09-Jan-17,0,0,11,21.5,PR14,PR03,,,,
355,P0280,S0049,09-Jan-17,0,0,13,5.99,PR05,PR03,,,,
356,P0608,S0095,10-Jan-17,1,8.39,6,9.9,PR14,PR03,,,,
357,P0171,S0143,10-Jan-17,0,0,8,11.9,PR14,PR03,,,,
358,P0681,S0050,10-Jan-17,0,0,10,9.9,PR14,PR03,,,,
359,P0658,S0091,10-Jan-17,0,0,4,24.5,PR14,PR03,,,,
360,P0348,S0050,10-Jan-17,1,1.94,6,2.1,PR14,PR03,,,,
361,P0225,S0096,10-Jan-17,0,0,16,2.25,PR14,PR03,,,,
362,P0131,S0019,10-Jan-17,1,2.08,13,2.25,PR14,PR03,,,,
363,P0718,S0139,10-Jan-17,0,0,19,13,PR14,PR03,,,,
364,P0312,S0066,10-Jan-17,0,0,8,12.9,PR14,PR03,,,,
365,P0591,S0043,10-Jan-17,0,0,6,7.45,PR14,PR03,,,,
366,P0608,S0131,10-Jan-17,0,0,50,9.9,PR05,PR03,,,,
367,P0131,S0097,10-Jan-17,0,0,39,2.25,PR14,PR03,,,,
368,P0649,S0085,10-Jan-17,0,0,17,1.95,PR14,PR03,,,,
369,P0297,S0023,10-Jan-17,0,0,7,14.95,PR14,PR03,,,,
370,P0704,S0115,10-Jan-17,1,1.48,25,2.1,PR10,PR03,,,,
371,P0237,S0024,10-Jan-17,0,0,7,59.9,PR14,PR03,,,,
372,P0574,S0123,10-Jan-17,2,3.06,11,1.65,PR14,PR03,,,,
373,P0712,S0085,10-Jan-17,0,0,24,21.5,PR14,PR03,,,,
374,P0652,S0043,10-Jan-17,0,0,6,3.75,PR14,PR03,,,,
375,P0448,S0024,10-Jan-17,0,0,13,3.45,PR14,PR03,,,,
376,P0134,S0104,10-Jan-17,0,0,12,5.9,PR14,PR03,,,,
377,P0705,S0008,10-Jan-17,0,0,8,11.65,PR14,PR03,,,,
378,P0175,S0018,10-Jan-17,0,0,2,5.5,PR14,PR03,,,,
379,P0640,S0105,10-Jan-17,0,0,3,24.95,PR05,PR03,,,,
380,P0704,S0078,10-Jan-17,0,0,22,2.1,PR10,PR03,,,,
381,P0732,S0094,10-Jan-17,0,0,7,7.25,PR14,PR03,,,,
382,P0534,S0019,10-Jan-17,0,0,11,2,PR14,PR03,,,,
383,P0195,S0012,10-Jan-17,0,0,4,5.75,PR14,PR03,,,,
384,P0054,S0102,10-Jan-17,0,0,5,3.95,PR14,PR03,,,,
385,P0287,S0020,10-Jan-17,0,0,7,7.5,PR14,PR03,,,,
386,P0435,S0095,10-Jan-17,0,0,6,25.5,PR14,PR03,,,,
387,P0459,S0013,10-Jan-17,0,0,14,2.95,PR14,PR03,,,,
388,P0345,S0024,10-Jan-17,0,0,9,3.15,PR14,PR03,,,,
389,P0656,S0030,10-Jan-17,0,0,39,4.5,PR14,PR03,,,,
390,P0726,S0125,10-Jan-17,2,1.85,5,1,PR14,PR03,,,,
391,P0499,S0093,10-Jan-17,0,0,9,0.75,PR14,PR03,,,,
392,P0185,S0051,10-Jan-17,0,0,5,0.75,PR14,PR03,,,,
393,P0140,S0083,10-Jan-17,0,0,5,5.5,PR14,PR03,,,,
394,P0413,S0022,10-Jan-17,5.27,24.16,25.56,2.99,PR14,PR03,,,,
395,P0681,S0054,10-Jan-17,0,0,13,9.9,PR14,PR03,,,,
396,P0333,S0021,10-Jan-17,1,1.71,16,1.85,PR14,PR03,,,,
397,P0665,S0033,10-Jan-17,0,0,6,10.75,PR14,PR03,,,,
398,P0296,S0038,10-Jan-17,2,1.39,37,0.75,PR14,PR03,,,,
399,P0109,S0051,10-Jan-17,2,15.17,15,8.95,PR14,PR03,,,,
400,P0017,S0067,10-Jan-17,0,0,6,1.49,PR06,PR03,,,,
401,P0417,S0023,10-Jan-17,0,0,6,6.9,PR14,PR03,,,,
402,P0261,S0127,11-Jan-17,0,0,9,4.75,PR14,PR03,,,,
403,P0185,S0097,11-Jan-17,1,0.75,9,0.75,PR14,PR03,,,,
404,P0412,S0052,11-Jan-17,0,0,7,6.5,PR14,PR03,,,,
405,P0569,S0023,11-Jan-17,0,0,69,2.55,PR14,PR03,,,,
406,P0543,S0026,11-Jan-17,1,2.31,20,2.5,PR14,PR03,,,,
407,P0666,S0038,11-Jan-17,0,0,59,10.9,PR14,PR03,,,,
408,P0311,S0008,11-Jan-17,0,0,2,1,PR14,PR03,,,,
409,P0131,S0078,11-Jan-17,0,0,12,2.25,PR14,PR03,,,,
410,P0116,S0084,11-Jan-17,3,2.36,20,0.85,PR14,PR03,,,,
411,P0018,S0137,11-Jan-17,0,0,26,1.95,PR14,PR03,,,,
412,P0103,S0138,11-Jan-17,21,51.53,127,2.65,PR14,PR03,,,,
413,P0499,S0066,11-Jan-17,0,0,14,0.75,PR14,PR03,,,,
414,P0132,S0019,11-Jan-17,0,0,5,7.99,PR14,PR03,,,,
415,P0161,S0115,11-Jan-17,0,0,15,5.95,PR14,PR03,,,,
416,P0412,S0013,11-Jan-17,0,0,4,6.5,PR14,PR03,,,,
417,P0325,S0096,11-Jan-17,0,0,8,8.45,PR14,PR03,,,,
418,P0348,S0055,11-Jan-17,0,0,6,2.3,PR14,PR03,,,,
419,P0015,S0068,11-Jan-17,0,0,11,2.6,PR10,PR03,,,,
420,P0054,S0105,11-Jan-17,1,3.66,18,3.95,PR14,PR03,,,,
421,P0658,S0104,11-Jan-17,0,0,3,24.5,PR14,PR03,,,,
422,P0015,S0110,11-Jan-17,0,0,12,2.6,PR10,PR03,,,,
423,P0590,S0135,11-Jan-17,0,0,5,0.5,PR14,PR03,,,,
424,P0689,S0058,11-Jan-17,0,0,10,28.9,PR14,PR03,,,,
425,P0148,S0113,11-Jan-17,0,0,5,5.75,PR14,PR03,,,,
426,P0051,S0045,11-Jan-17,0,0,13,0.7,PR14,PR03,,,,
427,P0321,S0095,11-Jan-17,0,0,6,9.9,PR14,PR03,,,,
428,P0611,S0026,11-Jan-17,0,0,6,12,PR14,PR03,,,,
429,P0662,S0012,11-Jan-17,0,0,12,16.9,PR14,PR03,,,,
430,P0458,S0018,11-Jan-17,0,0,40,4.25,PR14,PR03,,,,
431,P0665,S0088,11-Jan-17,0,0,5,10.75,PR14,PR03,,,,
432,P0483,S0110,11-Jan-17,0,0,3,10,PR14,PR03,,,,
433,P0162,S0024,11-Jan-17,0,0,17,3.9,PR14,PR03,,,,
434,P0148,S0096,11-Jan-17,0,0,6,5.75,PR14,PR03,,,,
435,P0325,S0140,11-Jan-17,0,0,17,8.45,PR14,PR03,,,,
436,P0406,S0139,11-Jan-17,0,0,12,9.95,PR14,PR03,,,,
437,P0286,S0085,11-Jan-17,12,11.11,1,1,PR14,PR03,,,,
438,P0521,S0107,11-Jan-17,0,0,18,12,PR14,PR03,,,,
439,P0325,S0054,11-Jan-17,0,0,10,8.45,PR14,PR03,,,,
440,P0499,S0031,11-Jan-17,5,3.47,20,0.75,PR14,PR03,,,,
441,P0520,S0097,11-Jan-17,0,0,38,2.95,PR14,PR03,,,,
442,P0673,S0031,11-Jan-17,1,7.58,1,8.95,PR14,PR03,,,,
443,P0140,S0072,11-Jan-17,1 sales,5.5,0,NA,PR14,PR03,,,,
444,P0499,S0112,11-Jan-17,3 sales,2.36,0,NA,PR14,PR03,,,,
445,P0015,S0070,11-Jan-17,0,0,6,2.6,PR10,PR03,,,,
446,P0689,S0021,11-Jan-17,0,0,8,28.9,PR14,PR03,,,,
447,P0679,S0102,11-Jan-17,0,0,10,37.9,PR14,PR03,,,,
448,P0103,S0052,11-Jan-17,4,9.81,24,2.65,PR14,PR03,,,,
449,P0054,S0004,12-Jan-17,0,0,6,3.95,PR14,PR03,,,,
450,P0005,S0142,12-Jan-17,0,0,2,33.9,PR14,PR03,,,,
451,P0390,S0095,12-Jan-17,0,0,11,11.9,PR14,PR03,,,,
452,P0277,S0082,12-Jan-17,0,0,16,3.45,PR14,PR03,,,,
453,P0399,S0113,12-Jan-17,0,0,6,3.9,PR14,PR03,,,,
454,P0092,S0008,12-Jan-17,0,0,2,1.55,PR14,PR03,,,,
455,P0160,S0108,12-Jan-17,0,0,4,2.5,PR14,PR03,,,,
456,P0348,S0012,12-Jan-17,0,0,11,2.3,PR14,PR03,,,,
457,P0321,S0122,12-Jan-17,0,0,1,9.9,PR14,PR03,,,,
458,P0140,S0004,12-Jan-17,0,0,3,5.5,PR14,PR03,,,,
459,P0658,S0002,12-Jan-17,0,0,3,24.5,PR14,PR03,,,,
460,P0514,S0135,12-Jan-17,0,0,1,8.9,PR14,PR03,,,,
461,P0157,S0041,12-Jan-17,0,0,1,6.95,PR14,PR03,,,,
462,P0148,S0008,12-Jan-17,0,0,4,5.75,PR14,PR03,,,,
463,P0499,S0117,12-Jan-17,0,0,25,0.75,PR14,PR03,,,,
464,P0211,S0013,12-Jan-17,0,0,5,8.95,PR14,PR03,,,,
465,P0427,S0025,12-Jan-17,0,0,29,2.45,PR14,PR03,,,,
466,P0377,S0119,12-Jan-17,0,0,1,9,PR14,PR03,,,,
467,P0483,S0095,12-Jan-17,1,10,2,10,PR14,PR03,,,,
468,P0551,S0138,12-Jan-17,0,0,19,1.85,PR14,PR03,,,,
469,P0171,S0008,12-Jan-17,1,10.08,1,11.9,PR14,PR03,,,,
470,P0131,S0022,12-Jan-17,0,0,6,2.25,PR14,PR03,,,,
471,P0312,S0043,12-Jan-17,0,0,11,12.9,PR14,PR03,,,,
472,P0611,S0106,12-Jan-17,0,0,3,12,PR14,PR03,,,,
473,P0402,S0013,12-Jan-17,0,0,4,7.75,PR14,PR03,,,,
474,P0103,S0124,12-Jan-17,3,7.36,52,2.65,PR14,PR03,,,,
475,P0171,S0080,12-Jan-17,0,0,7,11.9,PR14,PR03,,,,
476,P0438,S0019,12-Jan-17,0,0,19,0.25,PR14,PR03,,,,
477,P0655,S0062,12-Jan-17,1,50.76,2,59.9,PR14,PR03,,,,
478,P0364,S0095,12-Jan-17,9,8.33,6,1,PR14,PR03,,,,
479,P0602,S0117,12-Jan-17,0,0,6,9.9,PR14,PR03,,,,
480,P0454,S0142,12-Jan-17,0,0,24,2.1,PR10,PR03,,,,
481,P0131,S0038,12-Jan-17,0,0,24,2.25,PR14,PR03,,,,
482,P0735,S0010,12-Jan-17,0,0,1,8.5,PR14,PR03,,,,
483,P0213,S0115,12-Jan-17,0,0,49,18.9,PR14,PR03,,,,
484,P0652,S0035,12-Jan-17,0,0,3,3.75,PR14,PR03,,,,
485,P0389,S0091,12-Jan-17,0,0,3,8.65,PR14,PR03,,,,
486,P0500,S0096,12-Jan-17,1,5.51,6,5.95,PR14,PR03,,,,
487,P0655,S0088,12-Jan-17,0,0,4,59.9,PR14,PR03,,,,
488,P0681,S0016,12-Jan-17,0,0,3,9.9,PR14,PR03,,,,
489,P0417,S0020,12-Jan-17,0,0,15,6.9,PR14,PR03,,,,
490,P0438,S0096,12-Jan-17,26,6.02,26,0.25,PR14,PR03,,,,
491,P0658,S0028,12-Jan-17,2 sales,33.73,0,NA,PR14,PR03,,,,
492,P0223,S0094,12-Jan-17,0,0,10,7.5,PR14,PR03,,,,
493,P0499,S0027,12-Jan-17,0,0,8,0.75,PR14,PR03,,,,
494,P0406,S0094,13-Jan-17,0,0,11,9.95,PR14,PR03,,,,
495,P0311,S0052,13-Jan-17,3,3,7,1,PR14,PR03,,,,
496,P0413,S0020,13-Jan-17,11.435,52.42,41.87,4.95,PR14,PR03,,,,
497,P0213,S0108,13-Jan-17,0,0,25,18.9,PR14,PR03,,,,
498,P0663,S0038,13-Jan-17,3,9.03,25,3.25,PR14,PR03,,,,
499,P0678,S0050,13-Jan-17,0,0,1,12.5,PR14,PR03,,,,
500,P0201,S0139,13-Jan-17,0,0,7,14.9,PR14,PR03,,,,
501,P0569,S0029,13-Jan-17,2 sales,5.09,0,NA,PR14,PR03,,,,
502,P0652,S0139,13-Jan-17,0,0,14,3.75,PR14,PR03,,,,
503,P0639,S0038,13-Jan-17,0,0,21,5.45,PR14,PR03,,,,
504,P0614,S0094,13-Jan-17,0,0,14,15.9,PR14,PR03,,,,
505,P0712,S0115,13-Jan-17,0,0,24,21.5,PR14,PR03,,,,
506,P0114,S0122,13-Jan-17,1,0.42,21,0.45,PR14,PR03,,,,
507,P0055,S0086,13-Jan-17,0,0,24,3.5,PR14,PR03,,,,
508,P0116,S0026,13-Jan-17,0,0,24,0.85,PR14,PR03,,,,
509,P0611,S0021,13-Jan-17,0,0,2,12,PR14,PR03,,,,
510,P0470,S0106,13-Jan-17,1,16.57,7,17.9,PR14,PR03,,,,
511,P0260,S0122,13-Jan-17,0,0,9,17.5,PR14,PR03,,,,
512,P0015,S0068,13-Jan-17,0,0,8,2.6,PR10,PR03,,,,
513,P0655,S0115,13-Jan-17,0,0,2,59.9,PR14,PR03,,,,
514,P0536,S0083,13-Jan-17,0,0,12,2.95,PR14,PR03,,,,
515,P0109,S0043,13-Jan-17,0,0,7,8.95,PR14,PR03,,,,
516,P0654,S0110,13-Jan-17,0,0,9,9.95,PR14,PR03,,,,
517,P0635,S0062,13-Jan-17,0,0,1,4.75,PR14,PR03,,,,
518,P0726,S0023,13-Jan-17,0,0,23,1,PR14,PR03,,,,
519,P0412,S0096,13-Jan-17,0,0,5,6.95,PR14,PR03,,,,
520,P0017,S0073,13-Jan-17,3,2.78,20,1.49,PR06,PR03,,,,
521,P0583,S0097,13-Jan-17,0,0,17,36.9,PR14,PR03,,,,
522,P0504,S0031,13-Jan-17,0,0,5,14.9,PR14,PR03,,,,
523,P0196,S0052,13-Jan-17,1,7.31,4,7.9,PR14,PR03,,,,
524,P0585,S0031,13-Jan-17,0,0,4,10.95,PR14,PR03,,,,
525,P0114,S0139,13-Jan-17,0,0,22,0.45,PR14,PR03,,,,
526,P0125,S0063,13-Jan-17,1,2.27,2,2.45,PR14,PR03,,,,
527,P0510,S0023,13-Jan-17,0,0,4,20.5,PR14,PR03,,,,
528,P0435,S0034,13-Jan-17,1,16.86,11,25.5,PR10,PR03,,,,
529,P0448,S0095,13-Jan-17,0,0,28,4.95,PR14,PR03,,,,
530,P0500,S0040,14-Jan-17,1,5.51,39,5.95,PR14,PR03,,,,
531,P0066,S0038,14-Jan-17,0,0,38,2.5,PR14,PR03,,,,
532,P0017,S0026,14-Jan-17,2,2.31,45,1.49,PR06,PR03,,,,
533,P0436,S0003,14-Jan-17,0,0,4,3,PR14,PR03,,,,
534,P0726,S0096,14-Jan-17,0,0,43,1,PR14,PR03,,,,
535,P0572,S0001,14-Jan-17,1,0.93,12,1,PR14,PR03,,,,
536,P0726,S0126,14-Jan-17,0,0,30,1,PR14,PR03,,,,
537,P0569,S0062,14-Jan-17,3,7.08,81,2.55,PR14,PR03,,,,
538,P0389,S0094,14-Jan-17,0,0,6,8.65,PR14,PR03,,,,
539,P0125,S0006,14-Jan-17,0,0,44,2.95,PR14,PR03,,,,
540,P0325,S0008,14-Jan-17,0,0,16,8.45,PR14,PR03,,,,
541,P0364,S0044,14-Jan-17,3,2.78,8,1,PR14,PR03,,,,
542,P0343,S0115,14-Jan-17,0,0,7,12.9,PR14,PR03,,,,
543,P0614,S0103,14-Jan-17,0,0,3,15.9,PR14,PR03,,,,
544,P0046,S0103,14-Jan-17,0,0,9,34.5,PR14,PR03,,,,
545,P0691,S0001,14-Jan-17,0,0,2,3,PR14,PR03,,,,
546,P0280,S0117,14-Jan-17,0,0,3,5.99,PR05,PR03,,,,
547,P0637,S0108,14-Jan-17,0,0,6,27.95,PR14,PR03,,,,
548,P0144,S0115,14-Jan-17,0,0,1,4.95,PR14,PR03,,,,
549,P0079,S0010,14-Jan-17,1,2.08,10,2.25,PR14,PR03,,,,
550,P0556,S0026,14-Jan-17,0,0,10,12.5,PR14,PR03,,,,
551,P0689,S0009,14-Jan-17,0,0,2,28.9,PR14,PR03,,,,
552,P0015,S0088,14-Jan-17,0,0,22,2.6,PR10,PR03,,,,
553,P0372,S0052,14-Jan-17,2,4.92,44,2.9,PR14,PR03,,,,
554,P0590,S0021,14-Jan-17,2,0.93,15,0.5,PR14,PR03,,,,
555,P0602,S0130,14-Jan-17,0,0,12,9.9,PR14,PR03,,,,
556,P0425,S0106,14-Jan-17,0,0,6,4.5,PR14,PR03,,,,
557,P0611,S0103,14-Jan-17,0,0,2,12,PR14,PR03,,,,
558,P0427,S0138,14-Jan-17,1,2.03,78,2.19,PR14,PR03,,,,
559,P0110,S0090,14-Jan-17,2,5.46,9,2.95,PR14,PR03,,,,
560,P0590,S0102,14-Jan-17,5,1.85,33,0.4,PR14,PR03,,,,
561,P0590,S0049,14-Jan-17,3,1.39,11,0.5,PR14,PR03,,,,
562,P0103,S0032,14-Jan-17,3,7.36,13,2.65,PR14,PR03,,,,
563,P0402,S0010,14-Jan-17,0,0,9,7.75,PR05,PR03,,,,
564,P0017,S0012,14-Jan-17,0,0,6,1.49,PR06,PR03,,,,
565,P0297,S0113,14-Jan-17,0,0,4,14.95,PR14,PR03,,,,
566,P0707,S0085,14-Jan-17,0,0,7,8.85,PR14,PR03,,,,
567,P0015,S0030,14-Jan-17,1,1.85,11,2.6,PR10,PR03,,,,
568,P0178,S0090,14-Jan-17,0,0,4,12.75,PR14,PR03,,,,
569,P0297,S0024,14-Jan-17,0,0,8,14.95,PR14,PR03,,,,
570,P0660,S0108,14-Jan-17,0,0,26,4.95,PR14,PR03,,,,
571,P0341,S0038,14-Jan-17,0,0,12,34.95,PR14,PR03,,,,
572,P0671,S0095,14-Jan-17,0,0,1,3.25,PR14,PR03,,,,
573,P0327,S0084,14-Jan-17,0,0,7,2.75,PR14,PR03,,,,
574,P0231,S0066,14-Jan-17,0,0,9,6.9,PR14,PR03,,,,
575,P0297,S0043,14-Jan-17,0,0,10,14.95,PR14,PR03,,,,
576,P0171,S0003,14-Jan-17,0,0,2,11.9,PR14,PR03,,,,
577,P0035,S0031,14-Jan-17,4,10.93,7,2.95,PR14,PR03,,,,
578,P0639,S0034,14-Jan-17,0,0,7,5.45,PR14,PR03,,,,
579,P0325,S0135,15-Jan-17,0,0,7,8.45,PR14,PR03,,,,
580,P0046,S0012,15-Jan-17,0,0,11,34.5,PR14,PR03,,,,
581,P0438,S0116,15-Jan-17,2,0.46,36,0.25,PR14,PR03,,,,
582,P0364,S0063,15-Jan-17,2,1.85,13,1,PR14,PR03,,,,
583,P0147,S0018,15-Jan-17,0,0,12,3.99,PR14,PR03,,,,
584,P0260,S0106,15-Jan-17,0,0,16,17.5,PR14,PR03,,,,
585,P0092,S0073,15-Jan-17,0,0,10,1.55,PR14,PR03,,,,
586,P0499,S0099,15-Jan-17,0,0,5,0.75,PR14,PR03,,,,
587,P0267,S0026,15-Jan-17,0,0,10,4,PR14,PR03,,,,
588,P0436,S0009,15-Jan-17,0,0,39,3,PR14,PR03,,,,
589,P0499,S0025,15-Jan-17,1,0.69,17,0.75,PR14,PR03,,,,
590,P0060,S0045,15-Jan-17,0,0,1,15.9,PR10,PR03,,,,
591,P0400,S0016,15-Jan-17,0,0,5,7.5,PR14,PR03,,,,
592,P0325,S0104,15-Jan-17,3,23.47,41,8.45,PR14,PR03,,,,
593,P0555,S0132,15-Jan-17,0,0,3,32.5,PR14,PR03,,,,
594,P0267,S0094,15-Jan-17,0,0,9,4,PR14,PR03,,,,
595,P0252,S0028,15-Jan-17,2 sales,27.1,0,NA,PR14,PR03,,,,
596,P0311,S0027,15-Jan-17,0,0,4,1,PR14,PR03,,,,
597,P0587,S0106,15-Jan-17,0,0,19,3.99,PR14,PR03,,,,
598,P0277,S0096,15-Jan-17,0,0,12,3.45,PR14,PR03,,,,
599,P0296,S0068,15-Jan-17,0,0,20,0.75,PR14,PR03,,,,
600,P0503,S0108,15-Jan-17,0,0,12,17.5,PR14,PR03,,,,
601,P0131,S0022,15-Jan-17,0,0,6,2.25,PR14,PR03,,,,
602,P0134,S0056,15-Jan-17,0,0,11,5.9,PR14,PR03,,,,
603,P0201,S0090,15-Jan-17,0,0,5,14.9,PR14,PR03,,,,
604,P0325,S0026,15-Jan-17,4,31.3,10,8.45,PR14,PR03,,,,
605,P0171,S0099,15-Jan-17,0,0,3,11.9,PR14,PR03,,,,
606,P0420,S0070,15-Jan-17,0,0,134,0.6,PR14,PR03,,,,
607,P0427,S0119,15-Jan-17,0,0,14,2.19,PR14,PR03,,,,
608,P0453,S0001,15-Jan-17,1,4.45,61,5.25,PR14,PR03,,,,
609,P0448,S0082,15-Jan-17,0,0,7,3.45,PR14,PR03,,,,
610,P0437,S0090,15-Jan-17,0,0,2,10.9,PR14,PR03,,,,
611,P0408,S0023,15-Jan-17,0,0,12,29.9,PR14,PR03,,,,
612,P0364,S0080,15-Jan-17,17,15.74,23,1,PR14,PR03,,,,
613,P0614,S0099,15-Jan-17,0,0,6,15.9,PR14,PR03,,,,
614,P0642,S0066,15-Jan-17,2,4.63,2,2.5,PR14,PR03,,,,
615,P0483,S0131,15-Jan-17,0,0,3,10,PR14,PR03,,,,
616,P0237,S0062,15-Jan-17,0,0,11,59.9,PR14,PR03,,,,
617,P0114,S0086,15-Jan-17,0,0,18,0.45,PR14,PR03,,,,
618,P0296,S0066,15-Jan-17,2,1.39,21,0.75,PR14,PR03,,,,
619,P0241,S0142,15-Jan-17,0,0,8,12.95,PR14,PR03,,,,
620,P0712,S0020,15-Jan-17,0,0,37,21.5,PR14,PR03,,,,
621,P0261,S0039,15-Jan-17,0,0,15,4.75,PR14,PR03,,,,
622,P0681,S0131,15-Jan-17,0,0,3,9.9,PR14,PR03,,,,
623,P0333,S0070,15-Jan-17,0,0,12,1.85,PR14,PR03,,,,
624,P0015,S0077,16-Jan-17,0,0,11,2.6,PR10,PR03,,,,
625,P0660,S0035,16-Jan-17,0,0,4,4.95,PR14,PR03,,,,
626,P0287,S0001,16-Jan-17,0,0,6,7.95,PR14,PR03,,,,
627,P0694,S0033,16-Jan-17,0,0,2,3.95,PR14,PR03,,,,
628,P0393,S0090,16-Jan-17,0,0,3,10.95,PR14,PR03,,,,
629,P0569,S0038,16-Jan-17,6,14.17,194,2.55,PR14,PR03,,,,
630,P0050,S0038,16-Jan-17,0,0,23,5.95,PR14,PR03,,,,
631,P0569,S0080,16-Jan-17,7,16.53,33,2.55,PR14,PR03,,,,
632,P0103,S0108,16-Jan-17,0,0,6,2.65,PR14,PR03,,,,
633,P0272,S0026,16-Jan-17,0,0,5,6.95,PR14,PR03,,,,
634,P0438,S0063,16-Jan-17,0,0,36,0.25,PR14,PR03,,,,
635,P0473,S0050,16-Jan-17,0,0,3,29.9,PR14,PR03,,,,
636,P0258,S0142,16-Jan-17,0,0,11,6.5,PR14,PR03,,,,
637,P0664,S0086,16-Jan-17,1,1.16,7,1.25,PR14,PR03,,,,
638,P0154,S0013,16-Jan-17,1,1.75,99,1.89,PR14,PR03,,,,
639,P0321,S0139,16-Jan-17,0,0,5,9.9,PR14,PR03,,,,
640,P0590,S0067,16-Jan-17,2,0.93,24,0.5,PR14,PR03,,,,
641,P0055,S0113,16-Jan-17,0,0,11,3.5,PR14,PR03,,,,
642,P0103,S0124,16-Jan-17,8,19.63,38,2.65,PR14,PR03,,,,
643,P0504,S0126,16-Jan-17,0,0,4,14.9,PR14,PR03,,,,
644,P0296,S0013,16-Jan-17,0,0,12,0.75,PR14,PR03,,,,
645,P0427,S0135,16-Jan-17,0,0,30,2.19,PR14,PR03,,,,
646,P0051,S0088,16-Jan-17,0,0,42,0.7,PR14,PR03,,,,
647,P0412,S0107,16-Jan-17,0,0,3,6.95,PR14,PR03,,,,
648,P0109,S0122,16-Jan-17,0,0,5,8.95,PR14,PR03,,,,
649,P0681,S0053,16-Jan-17,0,0,2,9.9,PR14,PR03,,,,
650,P0536,S0038,16-Jan-17,3,8.19,13,2.95,PR14,PR03,,,,
651,P0664,S0078,16-Jan-17,0,0,21,1.25,PR14,PR03,,,,
652,P0196,S0056,16-Jan-17,0,0,17,7.9,PR14,PR03,,,,
653,P0356,S0082,16-Jan-17,0,0,16,2.5,PR14,PR03,,,,
654,P0536,S0032,16-Jan-17,1,2.73,15,2.95,PR14,PR03,,,,
655,P0435,S0080,16-Jan-17,0,0,3,25.5,PR10,PR03,,,,
656,P0099,S0018,16-Jan-17,0,0,10,10.9,PR14,PR03,,,,
657,P0436,S0096,16-Jan-17,2,5.56,45,3,PR14,PR03,,,,
658,P0572,S0115,16-Jan-17,1,0.93,8,1,PR14,PR03,,,,
659,P0279,S0132,16-Jan-17,0,0,3,17.25,PR14,PR03,,,,
660,P0690,S0008,16-Jan-17,0,0,6,13.9,PR14,PR03,,,,
661,P0206,S0032,16-Jan-17,0,0,12,1.75,PR14,PR03,,,,
662,P0144,S0024,16-Jan-17,0,0,3,4.95,PR14,PR03,,,,
663,P0345,S0008,16-Jan-17,0,0,9,3.15,PR14,PR03,,,,
664,P0435,S0023,16-Jan-17,0,0,13,25.5,PR10,PR03,,,,
665,P0011,S0066,16-Jan-17,0,0,5,49.9,PR14,PR03,,,,
666,P0311,S0094,16-Jan-17,0,0,2,1,PR14,PR03,,,,
667,P0055,S0020,16-Jan-17,0,0,4,3.5,PR14,PR03,,,,
668,P0311,S0085,16-Jan-17,2,2,2,1,PR14,PR03,,,,
669,P0662,S0088,16-Jan-17,0,0,11,16.9,PR14,PR03,,,,
670,P0500,S0142,16-Jan-17,0,0,3,5.95,PR14,PR03,,,,
671,P0109,S0082,16-Jan-17,1,7.58,24,8.95,PR14,PR03,,,,
672,P0055,S0070,16-Jan-17,0,0,24,3.5,PR14,PR03,,,,
673,P0206,S0031,16-Jan-17,0,0,23,1.75,PR14,PR03,,,,
674,P0325,S0009,16-Jan-17,0,0,6,8.45,PR14,PR03,,,,
675,P0608,S0015,16-Jan-17,0,0,10,9.9,PR05,PR03,,,,
676,P0195,S0065,16-Jan-17,0,0,8,5.45,PR14,PR03,,,,
677,P0483,S0130,16-Jan-17,0,0,1,10,PR14,PR03,,,,
678,P0574,S0040,16-Jan-17,0,0,21,1.65,PR14,PR03,,,,
679,P0057,S0051,16-Jan-17,0,0,4,12.9,PR14,PR03,,,,
680,P0125,S0030,16-Jan-17,0,0,7,2.95,PR14,PR03,,,,
681,P0611,S0002,16-Jan-17,0,0,4,12,PR14,PR03,,,,
682,P0134,S0082,16-Jan-17,0,0,1,5.9,PR14,PR03,,,,
683,P0377,S0063,16-Jan-17,0,0,1,9,PR14,PR03,,,,
684,P0249,S0095,16-Jan-17,0,0,2,2.1,PR14,PR03,,,,
685,P0602,S0011,16-Jan-17,0,0,5,9.9,PR14,PR03,,,,
686,P0206,S0077,17-Jan-17,0,0,6,1.75,PR14,PR03,,,,
687,P0079,S0127,17-Jan-17,0,0,13,2.25,PR14,PR03,,,,
688,P0356,S0131,17-Jan-17,0,0,7,2.5,PR14,PR03,,,,
689,P0527,S0073,17-Jan-17,0,0,4,1.95,PR14,PR03,,,,
690,P0018,S0120,17-Jan-17,0,0,9,1.95,PR14,PR03,,,,
691,P0499,S0035,17-Jan-17,2,1.39,41,0.75,PR14,PR03,,,,
